TIMESTAMP_START,TIMESTAMP_END,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,SW_IN_ERA,LW_IN_ERA,VPD_ERA,PA_ERA,P_ERA,WS_ERA
20020101,20020107,-7.928,-8.806,1.873,-6.464,2.807,71.019,166.673,2.106,84.32,0.0,0.814
20020108,20020114,-5.56,-6.705,1.921,-3.652,3.165,72.76,187.427,2.05,84.407,0.0,0.6
20020115,20020121,-4.838,-5.751,2.308,-3.317,3.133,69.293,205.144,1.953,83.601,0.0,0.744
20020122,20020128,-0.266,-0.849,0.936,0.578,1.357,57.986,248.623,1.812,83.52,0.94,1.73
20020129,20020204,0.637,-0.454,1.799,2.166,2.804,91.181,219.618,3.354,84.339,0.077,1.361
20020205,20020211,-0.875,-1.816,1.588,0.422,1.699,68.882,256.634,1.721,83.384,2.158,1.564
20020212,20020218,-0.223,-1.403,1.184,1.248,1.758,88.08,248.383,2.052,83.534,0.907,1.282
20020219,20020225,-3.322,-4.337,2.033,-2.122,1.853,90.412,245.644,1.607,82.798,2.219,2.071
20020226,20020304,-0.255,-1.348,1.425,0.996,1.606,91.612,269.58,1.723,82.891,2.709,1.692
20020305,20020311,2.047,0.535,1.504,3.582,2.417,155.464,241.443,2.824,83.538,0.548,1.556
20020312,20020318,2.816,1.304,1.517,4.328,2.262,175.15,237.913,3.278,83.37,0.125,1.746
20020319,20020325,-0.832,-1.805,1.118,0.04,1.524,137.241,254.298,1.391,83.585,4.331,2.704
20020326,20020401,0.51,-1.552,2.244,2.255,3.012,224.264,217.201,3.521,83.82,0.0,1.037
20020402,20020408,1.622,-0.115,1.667,3.028,2.723,200.647,236.182,3.068,82.966,0.559,1.339
20020409,20020415,0.735,-0.346,0.94,1.563,1.648,126.577,274.389,1.735,82.476,2.941,1.614
20020416,20020422,1.673,0.09,1.286,2.768,2.102,200.9,260.854,2.48,83.789,1.586,1.581
20020423,20020429,3.791,2.482,1.081,4.648,1.808,197.399,272.194,2.699,83.633,2.172,2.443
20020430,20020506,3.737,2.355,1.152,4.643,1.865,156.575,280.874,2.178,83.203,6.106,1.855
20020507,20020513,6.043,4.301,1.349,7.045,2.043,207.649,279.798,3.081,83.418,1.952,1.802
20020514,20020520,8.798,6.797,1.555,9.896,2.527,257.477,285.454,4.663,84.044,2.777,1.717
20020521,20020527,7.125,5.499,1.245,8.017,2.006,180.909,302.872,2.79,83.211,5.638,2.029
20020528,20020603,8.573,6.383,1.693,9.742,2.621,262.221,289.093,5.261,83.917,0.536,1.727
20020604,20020610,8.112,6.71,0.659,8.813,1.403,167.312,315.823,2.413,83.006,5.953,2.119
20020611,20020617,12.847,10.208,2.134,14.166,2.858,295.686,308.452,7.286,84.306,0.782,1.34
20020618,20020624,14.584,12.36,0.941,15.696,1.876,259.178,333.451,4.521,84.528,7.737,1.823
20020625,20020701,10.226,8.271,1.743,11.203,2.206,246.232,305.48,4.42,83.993,4.379,2.115
20020702,20020708,10.433,8.71,1.603,11.295,2.191,224.924,313.773,4.127,83.757,4.164,2.266
20020709,20020715,11.39,9.811,1.0,12.179,1.766,204.766,327.199,3.349,83.864,5.563,1.957
20020716,20020722,11.025,9.4,1.221,11.848,1.981,224.634,317.921,4.364,83.779,4.269,1.92
20020723,20020729,11.429,9.58,1.682,12.475,2.332,236.543,317.462,5.299,84.005,1.024,1.665
20020730,20020805,11.426,9.972,0.968,12.299,1.668,208.786,324.121,2.866,83.689,7.624,1.221
20020806,20020812,8.397,7.451,0.564,8.965,1.197,121.117,324.846,1.868,83.231,9.062,2.063
20020813,20020819,11.523,9.708,1.866,12.699,2.933,249.191,304.619,6.314,84.026,0.134,1.506
20020820,20020826,10.46,8.998,1.027,11.486,1.701,175.948,320.126,2.523,84.052,5.26,1.605
20020827,20020902,10.196,8.991,0.946,11.08,1.489,152.62,326.901,2.455,84.04,3.658,1.629
20020903,20020909,8.609,7.153,0.857,9.741,1.841,158.37,304.082,2.417,83.831,3.126,1.961
20020910,20020916,6.794,5.513,1.189,7.847,2.123,157.214,289.325,3.097,83.88,1.611,1.67
20020917,20020923,7.108,5.956,1.476,8.168,1.837,118.368,302.891,3.075,83.497,2.189,1.702
20020924,20020930,1.538,0.351,1.661,2.653,2.004,120.079,260.425,2.451,83.681,1.945,1.931
20021001,20021007,4.568,3.226,1.599,5.919,2.494,129.047,266.332,3.449,83.994,1.353,1.425
20021008,20021014,4.524,3.488,1.365,5.649,1.81,98.458,289.282,2.252,83.11,0.794,1.893
20021015,20021021,3.372,2.475,1.099,4.418,1.484,87.369,276.503,2.013,83.287,3.427,2.427
20021022,20021028,2.763,1.865,1.169,3.832,1.638,101.867,261.449,2.193,83.445,1.893,2.494
20021029,20021104,2.621,1.435,1.464,4.17,1.819,80.091,261.681,2.346,83.692,2.244,1.506
20021105,20021111,-1.535,-2.291,1.007,-0.477,1.212,61.318,255.417,1.395,83.078,2.397,1.848
20021112,20021118,1.768,1.22,0.659,2.551,1.041,43.027,275.693,1.311,82.65,8.766,3.03
20021119,20021125,0.317,-0.178,0.98,1.072,1.093,39.571,266.791,1.303,82.849,2.73,2.055
20021126,20021202,0.182,-0.183,0.653,0.762,0.839,32.429,266.648,1.216,83.21,6.379,1.646
20021203,20021209,-2.829,-3.17,1.142,-2.262,1.153,32.727,259.448,1.082,83.002,1.11,1.346
20021210,20021216,-3.475,-4.084,1.273,-2.366,1.632,48.821,221.221,1.487,83.611,0.713,1.45
20021217,20021223,-1.844,-2.311,1.16,-0.993,1.36,40.916,243.809,1.572,83.661,1.994,1.186
20021224,20021231,-0.437,-0.774,0.601,0.132,0.881,25.863,270.029,1.301,82.967,2.333,1.384
20030101,20030107,-3.588,-3.962,0.794,-2.964,0.832,39.981,247.985,1.328,82.297,2.274,1.798
20030108,20030114,-7.99,-8.702,1.644,-6.804,1.943,57.544,190.668,1.372,83.227,0.13,1.089
20030115,20030121,-3.217,-4.084,1.261,-1.773,1.937,66.107,213.609,1.841,83.434,0.431,1.482
20030122,20030128,-3.56,-4.509,1.143,-2.189,1.302,56.848,240.49,1.192,83.555,1.386,1.692
20030129,20030204,-7.182,-7.966,1.052,-6.084,1.259,66.264,227.801,1.151,82.034,2.554,1.846
20030205,20030211,-6.084,-7.188,1.224,-4.57,1.649,91.065,219.261,1.457,83.106,1.01,1.475
20030212,20030218,-7.316,-8.876,1.498,-5.362,2.225,124.78,199.26,1.566,83.468,0.296,0.828
20030219,20030225,-2.688,-4.519,1.908,-0.525,2.771,148.77,201.827,2.66,83.753,0.0,1.14
20030226,20030304,-0.982,-2.404,1.243,0.667,1.91,144.021,234.285,2.467,83.598,0.903,1.553
20030305,20030311,1.414,-0.219,1.624,3.073,2.332,154.68,247.816,3.118,83.9,0.309,1.043
20030312,20030318,-1.444,-2.96,1.197,0.072,2.215,180.812,236.665,2.158,84.197,0.284,1.562
20030319,20030325,1.262,-0.757,1.876,3.09,2.985,216.087,222.577,3.521,84.018,0.0,0.939
20030326,20030401,3.102,1.385,1.883,4.554,2.621,187.892,248.312,3.038,83.605,0.522,1.109
20030402,20030408,-3.333,-4.673,1.584,-2.261,1.939,183.292,233.835,1.878,83.037,2.002,2.642
20030409,20030415,0.832,-0.713,1.641,1.991,2.52,196.438,247.663,2.789,83.19,1.07,1.746
20030416,20030422,3.461,1.731,1.328,4.673,2.396,221.763,252.151,3.223,83.56,0.628,1.953
20030423,20030429,5.645,3.926,1.765,6.77,2.745,235.947,260.105,3.971,83.597,0.71,2.069
20030430,20030506,8.228,6.371,1.639,9.446,2.736,255.961,273.006,4.766,84.027,2.143,2.594
20030507,20030513,8.918,7.113,1.074,9.955,1.965,212.177,294.976,3.987,83.973,3.829,1.809
20030514,20030520,5.345,3.52,1.781,6.346,2.335,242.499,273.211,3.668,83.736,2.579,2.177
20030521,20030527,7.788,5.875,1.504,8.837,2.33,227.848,297.081,3.764,83.899,1.863,1.875
20030528,20030603,10.714,8.754,1.29,11.759,1.928,251.661,305.525,3.769,83.83,4.103,1.044
20030604,20030610,12.726,10.552,1.352,13.813,2.0,271.621,315.735,4.03,84.272,6.216,1.445
20030611,20030617,14.032,11.992,1.089,15.051,1.807,282.895,318.272,5.497,84.27,3.494,1.331
20030618,20030624,12.906,10.446,1.351,14.136,2.428,283.479,309.116,6.451,84.176,3.082,2.22
20030625,20030701,13.01,10.858,1.185,14.087,1.96,239.134,323.596,4.791,83.74,5.115,1.71
20030702,20030708,9.786,7.627,1.266,10.865,2.178,261.447,299.551,4.635,83.81,1.859,1.833
20030709,20030715,13.777,11.338,1.341,14.996,2.617,285.375,314.605,8.053,84.072,0.303,1.833
20030716,20030722,13.733,11.674,1.374,14.774,2.19,259.337,321.391,5.289,84.28,5.555,1.815
20030723,20030729,12.568,10.817,1.573,13.548,2.089,241.435,316.263,5.019,84.114,5.056,1.852
20030730,20030805,13.9,11.903,1.88,15.098,2.654,264.487,318.914,6.907,84.419,1.776,1.401
20030806,20030812,16.679,14.717,1.476,17.856,2.697,269.283,322.449,11.486,84.593,0.273,1.668
20030813,20030819,13.68,12.042,1.33,14.736,2.051,234.053,320.721,5.723,84.3,3.867,1.71
20030820,20030826,12.701,10.977,1.219,13.907,2.385,229.598,311.155,5.447,84.087,2.008,1.123
20030827,20030902,9.211,7.712,1.013,10.313,1.799,186.289,299.049,3.875,83.655,3.623,2.129
20030903,20030909,7.778,6.476,1.502,8.79,2.283,167.621,292.56,3.442,83.977,1.666,1.5
20030910,20030916,6.646,5.122,1.532,7.912,2.405,178.09,277.451,3.35,84.26,0.753,2.054
20030917,20030923,10.883,9.02,2.03,12.597,2.964,185.221,288.601,6.288,84.395,0.773,1.446
20030924,20030930,6.582,5.179,1.536,7.89,2.437,155.559,283.505,3.237,83.952,0.738,1.727
20031001,20031007,4.492,3.614,1.288,5.381,1.482,85.628,290.719,1.853,83.215,7.14,2.501
20031008,20031014,3.774,2.121,2.043,5.57,2.719,128.858,252.527,3.124,83.894,1.111,1.43
20031015,20031021,1.424,0.017,1.46,3.065,2.184,117.379,240.309,2.596,83.303,1.058,1.782
20031022,20031028,-3.152,-4.354,1.922,-1.712,2.472,101.654,220.372,1.835,82.991,1.252,1.313
20031029,20031104,0.533,-0.319,1.305,1.69,1.431,63.505,251.901,1.745,82.665,4.455,1.942
20031105,20031111,0.457,-1.12,1.817,2.666,2.729,90.51,227.454,2.75,84.151,1.391,1.4
20031112,20031118,-0.004,-0.868,1.324,1.234,1.577,63.27,252.162,1.739,83.875,1.571,1.395
20031119,20031125,2.542,1.548,1.013,4.059,1.357,58.264,260.05,1.874,83.638,0.204,2.027
20031126,20031202,-0.8,-1.285,0.867,-0.013,0.948,34.898,265.366,1.184,82.815,3.574,2.2
20031203,20031209,-1.534,-2.397,1.4,-0.095,2.251,64.457,210.046,2.134,83.838,0.042,1.493
20031210,20031216,-3.216,-3.881,1.334,-2.01,1.278,42.245,228.831,1.503,83.488,1.589,2.197
20031217,20031223,-4.839,-5.41,1.503,-3.798,1.53,46.392,221.264,1.348,83.506,0.83,1.916
20031224,20031231,-4.664,-5.348,1.647,-3.504,1.669,38.616,224.112,1.72,83.12,2.093,1.712
20040101,20040107,-5.448,-6.038,1.192,-4.464,1.521,47.667,227.656,1.208,83.037,0.668,1.139
20040108,20040114,-2.205,-2.599,1.088,-1.549,1.291,45.377,246.097,1.383,82.785,4.367,1.931
20040115,20040121,-5.183,-5.723,0.821,-4.284,0.885,45.293,239.303,1.24,82.514,2.694,2.05
20040122,20040128,-6.789,-7.568,0.875,-5.644,1.323,64.204,224.145,1.385,82.459,0.997,1.447
20040129,20040204,-2.767,-3.931,1.722,-1.137,2.548,92.422,206.719,2.774,83.847,0.247,1.218
20040205,20040211,-2.164,-3.345,1.325,-0.525,1.849,93.406,228.47,2.392,83.991,1.433,1.793
20040212,20040218,-2.351,-3.571,1.092,-0.816,1.705,112.329,234.776,1.691,83.771,0.133,1.567
20040219,20040225,-3.627,-4.429,1.519,-2.679,1.428,75.025,257.943,1.286,82.7,2.818,2.184
20040226,20040303,-7.355,-8.668,0.965,-5.843,1.797,126.84,218.533,1.406,82.432,0.538,1.812
20040304,20040310,-3.638,-4.649,0.943,-2.608,1.521,120.77,244.422,1.665,83.364,1.276,1.881
20040311,20040317,0.9,-0.999,1.883,2.799,2.664,159.724,251.277,2.958,84.193,1.172,1.257
20040318,20040324,1.124,-0.292,1.019,2.453,1.828,149.414,257.921,2.391,83.362,1.558,1.774
20040325,20040331,-0.937,-2.611,1.632,0.479,2.536,195.609,241.747,2.341,83.085,0.595,1.56
20040401,20040407,1.458,-0.054,1.19,2.688,2.036,182.992,255.026,2.336,83.286,1.602,1.568
20040408,20040414,-0.431,-1.784,1.131,0.593,1.938,186.237,259.358,2.033,83.011,1.725,1.482
20040415,20040421,2.289,0.643,1.485,3.428,2.156,186.465,264.457,2.583,82.851,2.975,1.559
20040422,20040428,4.13,2.164,1.896,5.417,2.666,246.782,250.945,3.579,83.574,0.546,1.769
20040429,20040505,3.516,2.292,0.713,4.317,1.412,136.106,287.36,1.828,82.462,4.619,1.944
20040506,20040512,1.966,0.293,1.418,2.914,1.986,212.855,261.89,2.501,82.613,3.234,1.314
20040513,20040519,5.972,3.917,1.866,7.098,2.614,261.178,268.916,4.331,84.039,0.529,2.094
20040520,20040526,5.318,3.146,2.158,6.509,2.603,260.385,262.785,4.117,83.779,1.61,1.688
20040527,20040602,5.773,3.874,1.424,6.794,2.139,227.36,279.742,3.423,83.918,3.104,1.461
20040603,20040609,8.16,6.068,2.02,9.206,2.614,249.316,282.333,5.017,84.081,1.57,1.805
20040610,20040616,9.546,7.524,1.339,10.556,2.161,249.044,297.663,4.446,84.172,2.259,1.931
20040617,20040623,8.665,6.833,1.379,9.582,1.89,227.022,293.592,4.022,83.405,3.898,1.889
20040624,20040630,11.049,8.876,1.613,12.136,2.509,275.695,296.569,6.136,84.186,0.817,1.819
20040701,20040707,10.67,8.502,1.356,11.754,2.117,249.084,302.107,4.249,83.993,3.671,2.083
20040708,20040714,7.399,5.766,0.918,8.216,1.813,227.84,292.151,3.06,83.608,3.96,2.275
20040715,20040721,12.026,9.808,1.348,13.149,2.247,261.509,305.118,4.447,84.217,3.033,1.756
20040722,20040728,11.349,9.788,1.355,12.231,2.062,219.955,315.132,4.539,84.109,4.527,2.096
20040729,20040804,13.944,11.936,1.606,15.149,2.664,274.638,312.813,8.418,84.022,0.673,1.473
20040805,20040811,12.64,10.913,1.238,13.676,1.97,217.047,321.652,4.21,83.802,3.766,1.278
20040812,20040818,11.462,9.805,1.294,12.531,2.185,213.605,315.387,4.619,83.849,1.849,2.356
20040819,20040825,10.098,8.476,1.27,11.232,1.893,199.036,305.48,3.704,83.923,3.77,2.109
20040826,20040901,9.057,7.551,1.663,10.172,2.41,199.569,298.211,3.797,83.84,1.583,1.764
20040902,20040908,11.418,9.743,1.699,12.72,2.942,214.135,298.547,5.385,84.627,0.611,1.328
20040909,20040915,9.409,8.0,1.159,10.549,2.036,144.772,309.366,3.142,84.213,3.216,1.841
20040916,20040922,7.778,6.329,1.609,9.111,2.681,165.142,287.208,4.048,84.042,0.206,1.554
20040923,20040929,4.506,3.449,1.622,5.496,2.059,127.601,282.189,2.401,83.693,1.27,2.113
20040930,20041006,8.083,6.723,1.709,9.485,2.66,145.04,288.801,3.825,84.206,0.113,1.518
20041007,20041013,6.486,5.474,1.071,7.586,1.689,94.188,301.88,2.274,83.63,1.543,1.549
20041014,20041020,1.645,0.71,1.419,2.735,1.683,93.71,257.935,2.005,82.927,2.02,1.933
20041021,20041027,6.377,5.33,1.12,7.628,1.938,87.757,290.053,2.185,83.675,2.467,1.739
20041028,20041103,4.933,4.215,1.074,5.898,1.338,58.369,290.025,1.641,83.299,3.211,2.62
20041104,20041110,-0.468,-1.032,1.169,0.323,1.15,65.056,260.143,1.648,83.3,0.824,2.06
20041111,20041117,-3.023,-4.073,1.909,-1.517,1.871,74.296,227.602,1.753,83.603,0.51,1.852
20041118,20041124,-3.052,-3.88,1.501,-1.788,1.541,67.571,229.317,1.588,83.672,0.862,1.976
20041125,20041201,-1.221,-1.972,0.911,-0.035,1.359,49.561,240.352,1.845,83.499,1.415,1.75
20041202,20041208,-1.326,-2.133,1.682,0.019,2.424,57.68,220.252,1.896,83.93,0.142,1.065
20041209,20041215,-1.322,-2.403,1.887,0.629,3.298,68.239,188.429,3.254,84.243,0.0,0.71
20041216,20041222,-5.531,-6.074,1.381,-4.542,1.49,52.522,215.546,1.38,82.915,1.773,1.61
20041223,20041231,-4.542,-5.022,1.255,-3.735,1.383,39.453,235.713,1.515,82.997,1.337,1.473
20050101,20050107,-3.097,-3.965,1.26,-1.651,1.919,55.244,217.3,1.914,84.387,0.62,1.129
20050108,20050114,-2.575,-3.709,1.52,-0.684,2.248,62.841,211.502,2.583,84.329,0.165,0.901
20050115,20050121,-5.23,-6.255,2.012,-3.522,2.324,59.911,207.567,1.861,83.303,2.02,1.47
20050122,20050128,-10.084,-10.791,0.628,-9.059,0.968,64.885,209.426,1.045,82.482,0.794,2.313
20050129,20050204,-8.272,-9.255,1.12,-6.895,1.555,78.034,214.054,1.185,83.51,1.044,1.933
20050205,20050211,-4.352,-5.495,1.501,-2.764,2.06,100.019,211.224,1.898,84.076,0.317,0.953
20050212,20050218,-6.096,-6.969,1.075,-5.011,1.299,90.85,231.437,1.236,82.396,2.024,2.38
20050219,20050225,-6.954,-7.833,1.022,-5.915,1.526,100.929,226.58,1.398,82.047,1.032,1.112
20050226,20050304,-8.607,-9.994,1.594,-7.009,2.085,146.548,195.321,1.579,82.207,0.377,1.451
20050305,20050311,-6.14,-7.477,1.145,-4.789,1.919,152.15,216.699,1.543,82.961,0.701,2.107
20050312,20050318,1.202,-0.548,1.879,2.952,2.588,192.579,231.17,3.365,83.758,0.169,1.28
20050319,20050325,3.852,2.324,1.329,5.234,2.142,164.395,269.288,2.664,83.751,0.711,1.15
20050326,20050401,2.061,0.71,0.906,3.204,1.762,135.192,268.753,1.888,83.33,1.502,1.237
20050402,20050408,2.018,0.257,1.549,3.452,2.484,196.238,242.238,3.258,83.829,1.489,1.926
20050409,20050415,1.033,-0.526,1.554,2.226,2.346,183.449,264.449,2.157,83.088,1.965,2.025
20050416,20050422,1.081,-0.242,1.058,1.995,1.643,163.007,266.411,2.088,82.479,3.057,1.822
20050423,20050429,3.9,2.275,1.698,4.964,2.232,184.117,273.224,3.104,83.612,1.895,1.727
20050430,20050506,6.524,4.528,1.567,7.832,2.475,233.743,271.116,3.836,83.716,1.765,1.891
20050507,20050513,2.761,1.017,1.387,3.747,2.201,223.404,264.288,2.924,83.324,1.575,1.899
20050514,20050520,5.152,3.348,1.82,6.141,2.334,210.285,278.599,3.053,83.571,3.956,1.829
20050521,20050527,9.288,6.89,2.354,10.603,3.057,266.702,286.977,5.579,84.144,1.712,1.447
20050528,20050603,10.2,7.746,1.7,11.505,2.658,284.256,284.683,5.418,84.111,1.429,1.488
20050604,20050610,5.282,3.74,1.205,6.053,1.742,230.913,280.491,3.26,84.019,1.682,2.513
20050611,20050617,8.548,6.715,1.415,9.464,2.006,202.111,297.242,3.778,83.836,1.99,2.039
20050618,20050624,13.718,11.317,1.633,14.918,2.754,279.436,303.716,7.697,84.329,1.169,1.223
20050625,20050701,13.129,11.361,1.347,14.013,1.874,254.645,318.71,5.441,84.039,7.224,1.746
20050702,20050708,9.028,7.261,1.523,9.911,1.933,212.496,304.69,3.604,83.715,5.001,1.987
20050709,20050715,10.195,8.411,1.361,11.087,2.094,232.943,308.638,4.053,84.19,2.808,2.232
20050716,20050722,12.107,10.114,1.058,13.104,2.028,258.044,316.198,5.184,84.01,4.086,2.039
20050723,20050729,12.998,11.033,1.429,14.113,2.067,232.944,326.442,4.695,83.822,2.802,2.05
20050730,20050805,10.51,9.03,1.165,11.397,1.646,203.406,314.691,3.252,83.972,5.147,2.176
20050806,20050812,8.61,6.849,1.716,9.667,2.315,227.537,292.014,4.349,83.675,1.33,1.881
20050813,20050819,9.13,7.59,1.277,10.13,2.062,203.334,305.84,3.248,83.911,3.071,1.903
20050820,20050826,9.227,8.289,0.914,9.889,1.22,112.41,325.912,2.256,83.617,8.185,2.021
20050827,20050902,11.64,10.047,1.284,12.822,2.33,193.268,319.272,3.713,84.358,2.981,1.248
20050903,20050909,10.672,9.128,1.026,11.873,2.117,182.218,311.534,3.793,84.161,1.791,1.937
20050910,20050916,9.402,8.131,1.16,10.472,1.927,148.716,315.028,3.068,83.82,2.926,1.38
20050917,20050923,5.711,4.774,1.789,6.572,2.126,121.629,298.487,2.602,83.793,1.547,1.752
20050924,20050930,6.987,5.88,1.264,8.011,1.816,126.928,295.556,2.65,84.072,2.018,1.362
20051001,20051007,4.426,3.588,1.418,5.28,1.794,78.298,293.878,1.833,83.861,6.235,1.484
20051008,20051014,5.378,3.627,1.998,7.283,2.946,151.633,244.371,3.691,84.175,0.0,1.2
20051015,20051021,4.281,2.792,1.7,6.008,2.583,110.686,257.503,3.147,84.003,0.263,1.63
20051022,20051028,5.415,3.936,1.63,7.193,2.495,99.687,262.707,2.832,84.083,0.21,1.716
20051029,20051104,4.89,3.699,1.283,6.466,1.934,83.4,265.536,3.085,84.068,0.623,1.855
20051105,20051111,2.579,1.515,1.288,4.068,1.734,78.08,253.376,2.148,84.389,1.995,1.347
20051112,20051118,0.382,-0.535,0.849,1.68,1.412,75.991,246.747,2.059,83.307,0.272,1.986
20051119,20051125,-6.683,-7.436,1.294,-5.532,1.297,64.759,218.27,1.48,83.307,0.485,1.753
20051126,20051202,-5.445,-6.164,1.407,-4.298,1.656,53.622,212.989,1.525,82.097,0.623,1.575
20051203,20051209,-3.958,-4.471,1.066,-3.105,0.915,44.229,234.858,1.224,82.729,2.849,1.422
20051210,20051216,-6.017,-6.795,1.444,-4.599,1.931,54.985,204.51,1.54,83.739,1.259,1.241
20051217,20051223,-6.867,-7.332,1.179,-6.019,1.124,45.348,213.089,1.229,83.573,1.181,1.376
20051224,20051231,-7.489,-7.926,1.056,-6.743,1.177,45.046,216.978,1.245,82.596,1.269,1.2
20060101,20060107,-6.126,-6.729,0.758,-5.121,1.378,52.187,218.519,1.166,83.145,0.497,1.524
20060108,20060114,-7.15,-8.385,1.322,-5.092,2.562,73.492,178.711,1.83,84.145,0.0,0.82
20060115,20060121,-5.993,-6.715,1.126,-4.79,1.616,65.816,214.001,1.48,83.452,1.468,1.702
20060122,20060128,-7.102,-8.078,1.268,-5.675,1.718,67.917,215.604,1.363,83.56,0.834,1.794
20060129,20060204,-1.352,-2.8,1.328,0.675,2.372,97.306,220.404,2.433,83.589,0.008,0.868
20060205,20060211,-6.01,-6.983,0.851,-4.661,1.491,90.589,229.243,1.272,83.104,0.931,1.985
20060212,20060218,-4.103,-5.348,1.445,-2.529,1.81,92.582,230.173,1.645,82.796,2.349,1.348
20060219,20060225,-2.281,-3.107,0.858,-1.304,1.197,78.842,261.611,1.337,82.598,1.652,1.346
20060226,20060304,-5.663,-6.704,1.239,-4.47,1.572,111.677,235.421,1.372,82.086,1.971,1.777
20060305,20060311,-4.883,-5.941,1.583,-3.821,1.616,129.397,237.105,1.391,82.402,4.142,2.207
20060312,20060318,-4.724,-6.282,2.255,-3.167,2.614,180.342,212.159,1.982,83.121,0.395,1.49
20060319,20060325,0.56,-0.843,1.394,1.854,2.044,151.638,262.769,2.02,82.757,0.802,1.484
20060326,20060401,2.329,0.772,1.37,3.646,2.025,155.335,271.773,2.342,83.367,2.761,1.518
20060402,20060408,0.584,-0.867,1.498,1.758,2.132,200.157,244.52,2.584,83.111,1.719,1.426
20060409,20060415,0.416,-1.042,1.306,1.507,1.905,155.532,268.905,1.98,83.112,3.405,1.983
20060416,20060422,3.591,1.643,1.471,4.942,2.378,226.492,253.906,3.081,83.439,0.856,1.003
20060423,20060429,3.94,2.422,1.2,4.934,1.821,171.218,271.937,2.113,83.537,2.777,1.564
20060430,20060506,4.582,2.582,2.102,5.893,2.684,234.839,256.338,3.476,83.667,1.121,1.465
20060507,20060513,4.958,3.168,1.764,5.972,2.309,215.958,266.142,3.655,83.639,2.411,1.478
20060514,20060520,7.928,5.833,1.588,9.076,2.478,222.937,286.515,3.87,83.851,3.415,2.059
20060521,20060527,6.61,4.992,1.616,7.497,2.211,216.16,277.28,3.232,83.858,1.422,2.08
20060528,20060603,2.676,1.182,1.102,3.472,1.604,197.767,273.821,1.943,83.535,2.885,2.716
20060604,20060610,5.529,3.33,1.87,6.628,2.555,268.212,259.254,4.189,84.155,0.447,1.834
20060611,20060617,11.822,8.956,1.822,13.255,3.021,300.696,283.457,6.752,84.365,1.264,1.197
20060618,20060624,13.154,10.904,1.502,14.279,2.197,273.128,310.369,5.534,84.105,3.062,1.788
20060625,20060701,12.883,10.649,1.239,14.0,2.331,276.949,306.277,5.217,84.201,3.924,1.988
20060702,20060708,12.148,10.144,1.179,13.149,1.961,241.398,312.844,4.166,84.168,4.862,1.617
20060709,20060715,13.711,11.555,1.361,14.788,2.336,274.856,311.862,6.124,84.538,2.212,1.59
20060716,20060722,14.216,11.697,1.52,15.476,2.699,289.117,301.607,6.893,84.571,2.475,1.045
20060723,20060729,14.233,12.363,1.184,15.284,2.137,252.499,322.479,5.589,84.163,5.314,1.112
20060730,20060805,10.2,8.769,1.218,11.059,1.593,183.873,321.323,3.252,83.527,9.014,2.0
20060806,20060812,7.886,6.537,0.621,8.696,1.416,178.093,308.138,2.314,83.497,3.128,2.167
20060813,20060819,8.779,7.13,1.293,9.848,1.981,185.12,305.894,3.044,83.446,3.474,2.392
20060820,20060826,8.995,7.39,1.289,10.118,2.072,200.996,295.265,3.75,83.759,2.989,1.606
20060827,20060902,7.123,5.533,1.691,8.318,2.535,191.858,285.087,3.877,83.772,2.524,1.862
20060903,20060909,12.613,10.927,1.689,13.924,2.774,200.599,312.174,5.477,84.466,1.729,1.719
20060910,20060916,10.308,8.767,1.216,11.556,2.42,163.434,302.301,4.445,83.959,2.896,1.994
20060917,20060923,9.323,7.983,1.288,10.555,2.087,136.194,307.72,3.117,83.769,3.125,1.707
20060924,20060930,8.484,7.37,0.947,9.524,1.803,126.983,308.935,2.754,83.618,1.874,1.856
20061001,20061007,6.369,5.439,1.052,7.311,1.698,106.213,292.295,1.963,83.636,2.53,2.355
20061008,20061014,7.275,5.591,1.781,9.105,2.71,141.504,274.31,4.118,84.248,0.821,1.36
20061015,20061021,4.964,3.766,1.47,6.361,2.201,111.687,273.894,2.609,83.565,0.541,1.992
20061022,20061028,6.939,5.831,1.396,8.269,2.014,94.092,285.428,2.593,83.77,1.331,2.317
20061029,20061104,0.618,-0.113,1.241,1.587,1.349,89.824,248.86,2.024,83.847,0.588,2.462
20061105,20061111,1.54,0.475,1.432,3.03,1.935,81.984,247.848,2.843,84.393,0.454,1.497
20061112,20061118,2.431,1.782,0.937,3.354,1.081,55.219,277.5,1.535,83.627,1.108,2.575
20061119,20061125,0.829,0.242,1.016,1.725,0.91,51.371,262.508,1.606,83.042,1.389,2.328
20061126,20061202,1.863,0.803,1.024,3.553,1.485,66.168,249.103,2.345,84.374,0.0,1.727
20061203,20061209,1.046,0.579,0.735,1.824,0.965,34.308,282.09,1.314,83.079,5.276,2.433
20061210,20061216,-3.054,-4.056,2.078,-1.228,2.639,57.992,205.479,2.353,84.359,0.335,1.079
20061217,20061223,-3.903,-4.634,1.463,-2.569,1.985,52.735,212.024,1.839,84.25,0.45,1.234
20061224,20061231,-1.679,-2.763,1.504,0.152,2.797,64.435,204.265,2.7,84.52,0.026,1.024
20070101,20070107,-2.347,-2.976,1.207,-1.3,1.292,37.932,243.933,1.383,83.86,1.976,1.504
